Jugador,Edad,Convocados,Partidos_Jugados,Partidos_Titular,Minutos,Goles,Amarillas,Rojas,Equipo,Posicion,Pct_Titularidad,Minutos_por_Partido,Partidos_90,Goles_p90,Amarillas_p90,Rojas_p90,Tarjetas_p90,Pct_Participacion,Pct_Titularidad_Real,Minutos_por_Convocatoria,Tarjetas_Totales,Disciplina,Impacto_Ofensivo,Confianza_CT,Jugador_Problema,Posicion_Limpia,Peso_Equipo,Rank_Impacto_Ofensivo,Rank_Confianza_CT,Rank_Pct_Titularidad_Real,Rank_Disciplina,Rank_Peso_Equipo
Rodrigo La Calle,22.0,11,11,8,644,5.0,6,1,Cd Almoradi,Extremo Derecho,0.7272727272727273,58.54545454545455,7.155555555555556,0.6987577639751552,0.8385093167701863,0.13975155279503104,1.1180124223602483,1.0,0.7272727272727273,58.54545454545455,8,0.012422360248447204,4.519354699917638,58.54545454545455,True,Extremo Derecho,0.8909090909090909,9.0,174.0,23.0,26.0,25.0
Segura Cerdán,24.0,16,16,13,1094,7.0,4,0,Cd Almoradi,Delantero,0.8125,68.375,12.155555555555555,0.5758683729433273,0.3290676416819013,0.0,0.3290676416819013,1.0,0.8125,68.375,4,0.003656307129798903,4.029694213234565,68.375,False,Delantero,0.925,18.0,125.0,16.0,176.0,15.0
Anass Belghiti Chami,,1,1,0,4,0.0,0,0,Cd Almoradi,Sin especificar,0.0,4.0,0.044444444444444446,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0,0.0,0.0,4.0,False,Sin especificar,0.6,151.0,327.0,68.0,280.0,96.0
Carlos Roca Lucas,,1,1,0,4,0.0,0,0,Cd Almoradi,Sin especificar,0.0,4.0,0.044444444444444446,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0,0.0,0.0,4.0,False,Sin especificar,0.6,151.0,327.0,68.0,280.0,96.0
Juan Clemente Gil,,14,14,5,530,0.0,1,0,Cd Almoradi,Sin especificar,0.35714285714285715,37.857142857142854,5.888888888888889,0.0,0.16981132075471697,0.0,0.16981132075471697,1.0,0.35714285714285715,37.857142857142854,1,0.0018867924528301887,0.0,37.857142857142854,False,Sin especificar,0.7428571428571429,151.0,259.0,49.0,233.0,62.0
Arnau Tormo Ferrer,,16,15,15,1260,0.0,3,0,Cd Contestano,Portero,1.0,84.0,14.0,0.0,0.21428571428571427,0.0,0.21428571428571427,0.9375,0.9375,78.75,3,0.002380952380952381,0.0,84.0,False,Portero,0.9375,151.0,32.0,2.0,216.0,12.0
David Cabanes Vañó,,15,1,1,90,0.0,0,0,Cd Contestano,Portero,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,6.0,0,0.0,0.0,90.0,False,Portero,0.06666666666666667,151.0,4.0,67.0,280.0,134.0
Iñaki Gandia Sanz,,15,13,12,950,0.0,5,0,Cd Contestano,Central,0.9230769230769231,73.07692307692308,10.555555555555555,0.0,0.4736842105263158,0.0,0.4736842105263158,0.8666666666666667,0.8,63.333333333333336,5,0.005263157894736842,0.0,73.07692307692308,False,Central,0.8400000000000001,151.0,98.0,17.0,121.0,41.0
Lauri Pascual,,16,16,16,1321,0.0,4,0,Cd Contestano,Defensa,1.0,82.5625,14.677777777777777,0.0,0.2725208175624527,0.0,0.2725208175624527,1.0,1.0,82.5625,4,0.003028009084027252,0.0,82.5625,False,Defensa,1.0,151.0,43.0,1.0,193.0,1.0
Miguel Ardevínez Gálvez,35.0,12,12,11,944,0.0,2,0,Cd Contestano,Central,0.9166666666666666,78.66666666666667,10.488888888888889,0.0,0.1906779661016949,0.0,0.1906779661016949,1.0,0.9166666666666666,78.66666666666667,2,0.00211864406779661,0.0,78.66666666666667,False,Central,0.9666666666666667,151.0,66.0,6.0,224.0,5.0
Morena Morenate Sola,,15,15,14,1104,2.0,4,1,Cd Contestano,Defensa,0.9333333333333333,73.6,12.266666666666667,0.16304347826086957,0.32608695652173914,0.08152173913043478,0.48913043478260865,1.0,0.9333333333333333,73.6,6,0.005434782608695652,1.1423959608973435,73.6,False,Defensa,0.9733333333333334,96.0,94.0,3.0,115.0,2.0
Pablo Pérez Alba,22.0,15,15,14,1220,0.0,5,0,Cd Contestano,Defensa,0.9333333333333333,81.33333333333333,13.555555555555555,0.0,0.36885245901639346,0.0,0.36885245901639346,1.0,0.9333333333333333,81.33333333333333,5,0.004098360655737705,0.0,81.33333333333333,False,Defensa,0.9733333333333334,151.0,47.0,3.0,159.0,2.0
Carlitos Calabuig Gómez,,16,16,16,1144,6.0,1,0,Cd Contestano,Interior Izquierdo,1.0,71.5,12.71111111111111,0.47202797202797203,0.07867132867132867,0.0,0.07867132867132867,1.0,1.0,71.5,1,0.0008741258741258741,3.3241560601813473,71.5,False,Interior Izquierdo,1.0,29.0,109.0,1.0,273.0,1.0
Javi Molla Gallego,20.0,14,14,13,945,0.0,3,1,Cd Contestano,Medio Centro,0.9285714285714286,67.5,10.5,0.0,0.2857142857142857,0.09523809523809523,0.47619047619047616,1.0,0.9285714285714286,67.5,5,0.005291005291005291,0.0,67.5,False,Medio Centro,0.9714285714285714,151.0,134.0,4.0,118.0,3.0
Jorge Rufino Soler,,11,9,1,291,1.0,2,1,Cd Contestano,Centrocampista,0.1111111111111111,32.333333333333336,3.2333333333333334,0.30927835051546393,0.6185567010309279,0.30927835051546393,1.2371134020618557,0.8181818181818182,0.09090909090909091,26.454545454545453,4,0.013745704467353952,1.754636062011802,32.333333333333336,True,Centrocampista,0.5272727272727272,69.0,276.0,65.0,22.0,107.0
Mata Gozalbez,29.0,16,15,12,902,1.0,4,0,Cd Contestano,Interior Derecho,0.8,60.13333333333333,10.022222222222222,0.09977827050997783,0.3991130820399113,0.0,0.3991130820399113,0.9375,0.75,56.375,4,0.004434589800443459,0.6789526682989314,60.13333333333333,False,Interior Derecho,0.8625,128.0,164.0,21.0,153.0,32.0
Octavio Cerdà Bernabeu,39.0,11,6,0,82,0.0,2,0,Cd Contestano,Interior Izquierdo,0.0,13.666666666666666,0.9111111111111111,0.0,2.1951219512195124,0.0,2.1951219512195124,0.5454545454545454,0.0,7.454545454545454,2,0.024390243902439025,0.0,13.666666666666666,True,Interior Izquierdo,0.3272727272727272,151.0,315.0,68.0,8.0,122.0
Iván Francés Navarro,,7,7,7,505,5.0,2,0,Cd Contestano,Delantero,1.0,72.14285714285714,5.611111111111111,0.8910891089108911,0.3564356435643565,0.0,0.3564356435643565,1.0,1.0,72.14285714285714,2,0.0039603960396039604,5.546636224106757,72.14285714285714,False,Delantero,1.0,5.0,103.0,1.0,166.0,1.0
Adrià Villanueva Soler,,4,3,0,25,0.0,0,0,Cd Contestano,Sin especificar,0.0,8.333333333333334,0.2777777777777778,0.0,0.0,0.0,0.0,0.75,0.0,6.25,0,0.0,0.0,8.333333333333334,False,Sin especificar,0.44999999999999996,151.0,318.0,68.0,280.0,114.0
Cristian Molina Mira,,3,3,0,43,0.0,0,0,Cd Contestano,Sin especificar,0.0,14.333333333333334,0.4777777777777778,0.0,0.0,0.0,0.0,1.0,0.0,14.333333333333334,0,0.0,0.0,14.333333333333334,False,Sin especificar,0.6,151.0,313.0,68.0,280.0,96.0
Iñaki Solbes Martínez,,9,9,5,485,0.0,3,0,Cd Contestano,Sin especificar,0.5555555555555556,53.888888888888886,5.388888888888889,0.0,0.556701030927835,0.0,0.556701030927835,1.0,0.5555555555555556,53.888888888888886,3,0.006185567010309278,0.0,53.888888888888886,False,Sin especificar,0.8222222222222222,151.0,196.0,33.0,92.0,46.0
Ivan Mena Silvestre,,10,10,5,401,2.0,2,0,Cd Contestano,Sin especificar,0.5,40.1,4.455555555555556,0.44887780548628425,0.44887780548628425,0.0,0.44887780548628425,1.0,0.5,40.1,2,0.004987531172069825,2.690556251658809,40.1,False,Sin especificar,0.8,40.0,249.0,37.0,131.0,50.0
Juanmi Petrescu Torro,,7,5,0,31,0.0,1,0,Cd Contestano,Sin especificar,0.0,6.2,0.34444444444444444,0.0,2.903225806451613,0.0,2.903225806451613,0.7142857142857143,0.0,4.428571428571429,1,0.03225806451612903,0.0,6.2,True,Sin especificar,0.42857142857142855,151.0,322.0,68.0,5.0,118.0
Pablo Jorqués Navalón,22.0,15,14,8,565,1.0,4,0,Cd Contestano,Sin especificar,0.5714285714285714,40.357142857142854,6.277777777777778,0.1592920353982301,0.6371681415929203,0.0,0.6371681415929203,0.9333333333333333,0.5333333333333333,37.666666666666664,4,0.007079646017699115,1.0094058686781942,40.357142857142854,True,Sin especificar,0.7733333333333333,107.0,247.0,36.0,70.0,56.0
Roberto Doménech Martínez,,8,6,2,219,1.0,2,0,Cd Contestano,Sin especificar,0.3333333333333333,36.5,2.433333333333333,0.4109589041095891,0.8219178082191781,0.0,0.8219178082191781,0.75,0.25,27.375,2,0.0091324200913242,2.2146870122533566,36.5,True,Sin especificar,0.5499999999999999,49.0,263.0,55.0,44.0,105.0
Sarrió Navarro,,10,10,2,240,0.0,0,0,Cd Contestano,Sin especificar,0.2,24.0,2.6666666666666665,0.0,0.0,0.0,0.0,1.0,0.2,24.0,0,0.0,0.0,24.0,False,Sin especificar,0.6799999999999999,151.0,294.0,57.0,280.0,78.0
Víctor Aracil Beltran,,16,16,14,1098,1.0,1,0,Cd Contestano,Sin especificar,0.875,68.625,12.2,0.0819672131147541,0.0819672131147541,0.0,0.0819672131147541,1.0,0.875,68.625,1,0.0009107468123861566,0.573872591972908,68.625,False,Sin especificar,0.95,139.0,122.0,10.0,270.0,8.0
Alzallu Catalán,28.0,15,15,15,1350,0.0,1,0,Cd El Campello,Portero,1.0,90.0,15.0,0.0,0.06666666666666667,0.0,0.06666666666666667,1.0,1.0,90.0,1,0.0007407407407407407,0.0,90.0,False,Portero,1.0,151.0,4.0,1.0,279.0,1.0
Zhernovenko,23.0,6,0,0,0,0.0,0,0,Cd El Campello,Portero,,,0.0,,,,,0.0,0.0,0.0,0,,,,False,Portero,0.0,,,68.0,,135.0
Catalá González,,12,12,11,902,0.0,1,0,Cd El Campello,Defensa,0.9166666666666666,75.16666666666667,10.022222222222222,0.0,0.09977827050997783,0.0,0.09977827050997783,1.0,0.9166666666666666,75.16666666666667,1,0.0011086474501108647,0.0,75.16666666666667,False,Defensa,0.9666666666666667,151.0,85.0,6.0,262.0,5.0
Christian Sellés Orlov,23.0,9,9,8,663,0.0,1,1,Cd El Campello,Central,0.8888888888888888,73.66666666666667,7.366666666666666,0.0,0.13574660633484165,0.13574660633484165,0.4072398190045249,1.0,0.8888888888888888,73.66666666666667,3,0.004524886877828055,0.0,73.66666666666667,False,Central,0.9555555555555555,151.0,93.0,9.0,147.0,7.0
José García Riaza,20.0,15,15,14,1213,0.0,2,0,Cd El Campello,Central,0.9333333333333333,80.86666666666666,13.477777777777778,0.0,0.1483924154987634,0.0,0.1483924154987634,1.0,0.9333333333333333,80.86666666666666,2,0.0016488046166529267,0.0,80.86666666666666,False,Central,0.9733333333333334,151.0,50.0,3.0,247.0,2.0
Manrique Abellán,22.0,1,0,0,0,0.0,0,0,Cd El Campello,Defensa,,,0.0,,,,,0.0,0.0,0.0,0,,,,False,Defensa,0.0,,,68.0,,135.0
Martínez Alonso,30.0,14,14,14,1100,1.0,1,0,Cd El Campello,Lateral Izquierdo,1.0,78.57142857142857,12.222222222222221,0.08181818181818182,0.08181818181818182,0.0,0.08181818181818182,1.0,1.0,78.57142857142857,1,0.0009090909090909091,0.5729780829916196,78.57142857142857,False,Defensa,1.0,140.0,68.0,1.0,271.0,1.0
Valero Carrascosa,,2,1,0,9,0.0,0,0,Cd El Campello,Defensa,0.0,9.0,0.1,0.0,0.0,0.0,0.0,0.5,0.0,4.5,0,0.0,0.0,9.0,False,Defensa,0.3,151.0,317.0,68.0,280.0,123.0
Vicente Sempere Ule,21.0,14,14,13,1098,1.0,5,1,Cd El Campello,Defensa,0.9285714285714286,78.42857142857143,12.2,0.0819672131147541,0.4098360655737705,0.0819672131147541,0.5737704918032788,1.0,0.9285714285714286,78.42857142857143,7,0.006375227686703097,0.573872591972908,78.42857142857143,False,Defensa,0.9714285714285714,139.0,70.0,4.0,88.0,3.0
David Pérez Llamas,22.0,5,2,0,42,0.0,1,0,Cd El Campello,Centrocampista,0.0,21.0,0.4666666666666667,0.0,2.142857142857143,0.0,2.142857142857143,0.4,0.0,8.4,1,0.023809523809523808,0.0,21.0,True,Centrocampista,0.24,151.0,303.0,68.0,9.0,125.0
Edu Rodrigo Muñoz,,4,4,0,144,0.0,1,0,Cd El Campello,Centrocampista,0.0,36.0,1.6,0.0,0.625,0.0,0.625,1.0,0.0,36.0,1,0.006944444444444444,0.0,36.0,True,Centrocampista,0.6,151.0,265.0,68.0,73.0,96.0
Kassim Sibide,,1,1,0,33,0.0,0,0,Cd El Campello,Pivote Defensivo,0.0,33.0,0.36666666666666664,0.0,0.0,0.0,0.0,1.0,0.0,33.0,0,0.0,0.0,33.0,False,Pivote Defensivo,0.6,151.0,273.0,68.0,280.0,96.0
Pablo Sellés Mufak,25.0,13,13,9,788,2.0,2,0,Cd El Campello,Interior Derecho,0.6923076923076923,60.61538461538461,8.755555555555556,0.22842639593908629,0.22842639593908629,0.0,0.22842639593908629,1.0,0.6923076923076923,60.61538461538461,2,0.0025380710659898475,1.5234894113888555,60.61538461538461,False,Interior Derecho,0.8769230769230769,77.0,162.0,25.0,207.0,29.0
Pablo Segovia García,25.0,0,0,0,0,0.0,0,0,Cd El Campello,Medio Centro,,,0.0,,,,,,,,0,,,,False,Medio Centro,,,,,,
Palao Iriondo,20.0,4,4,2,249,0.0,1,0,Cd El Campello,Centrocampista,0.5,62.25,2.7666666666666666,0.0,0.3614457831325301,0.0,0.3614457831325301,1.0,0.5,62.25,1,0.004016064257028112,0.0,62.25,False,Centrocampista,0.8,151.0,152.0,37.0,163.0,50.0
Remo Nakstroem,,3,3,0,51,0.0,1,0,Cd El Campello,Centrocampista,0.0,17.0,0.5666666666666667,0.0,1.7647058823529411,0.0,1.7647058823529411,1.0,0.0,17.0,1,0.0196078431372549,0.0,17.0,True,Centrocampista,0.6,151.0,310.0,68.0,12.0,96.0
Saúl Serrano Barrio,22.0,12,10,5,468,0.0,3,0,Cd El Campello,Medio Centro,0.5,46.8,5.2,0.0,0.5769230769230769,0.0,0.5769230769230769,0.8333333333333334,0.4166666666666667,39.0,3,0.00641025641025641,0.0,46.8,False,Medio Centro,0.6666666666666667,151.0,218.0,44.0,87.0,82.0
Alex Mondéjar Rico,22.0,12,12,12,971,2.0,1,0,Cd El Campello,Delantero Centro,1.0,80.91666666666667,10.78888888888889,0.1853759011328527,0.09268795056642636,0.0,0.09268795056642636,1.0,1.0,80.91666666666667,1,0.0010298661174047373,1.2750759673454566,80.91666666666667,False,Delantero Centro,1.0,91.0,49.0,1.0,264.0,1.0
Asier Alday Fuentes,28.0,12,12,12,1018,2.0,1,0,Cd El Campello,Delantero,1.0,84.83333333333333,11.311111111111112,0.1768172888015717,0.08840864440078584,0.0,0.08840864440078584,1.0,1.0,84.83333333333333,1,0.0009823182711198428,1.2245649660902593,84.83333333333333,False,Delantero,1.0,92.0,26.0,1.0,266.0,1.0
Gandía Díaz,,0,0,0,0,0.0,0,0,Cd El Campello,Delantero,,,0.0,,,,,,,,0,,,,False,Delantero,,,,,,
Josu Astondoa González,27.0,2,2,1,102,0.0,2,0,Cd El Campello,Delantero,0.5,51.0,1.1333333333333333,0.0,1.7647058823529411,0.0,1.7647058823529411,1.0,0.5,51.0,2,0.0196078431372549,0.0,51.0,True,Delantero,0.8,151.0,203.0,37.0,12.0,50.0
Juanlu Castro Baeza,26.0,14,14,8,814,0.0,0,0,Cd El Campello,Delantero Centro,0.5714285714285714,58.142857142857146,9.044444444444444,0.0,0.0,0.0,0.0,1.0,0.5714285714285714,58.142857142857146,0,0.0,0.0,58.142857142857146,False,Delantero Centro,0.8285714285714285,151.0,176.0,32.0,280.0,45.0
Llamas Sánchez,28.0,13,13,9,860,1.0,4,0,Cd El Campello,Delantero Centro,0.6923076923076923,66.15384615384616,9.555555555555555,0.10465116279069768,0.4186046511627907,0.0,0.4186046511627907,1.0,0.6923076923076923,66.15384615384616,4,0.004651162790697674,0.7071208314328835,66.15384615384616,False,Delantero Centro,0.8769230769230769,126.0,140.0,25.0,142.0,29.0
Pablo García Núñez,30.0,14,14,12,960,3.0,2,0,Cd El Campello,Delantero,0.8571428571428571,68.57142857142857,10.666666666666666,0.28125,0.1875,0.0,0.1875,1.0,0.8571428571428571,68.57142857142857,2,0.0020833333333333333,1.9313249862549042,68.57142857142857,False,Delantero,0.9428571428571428,61.0,123.0,12.0,226.0,10.0
Cristian Martinez Albert,,1,0,0,0,0.0,0,0,Cd El Campello,Sin especificar,,,0.0,,,,,0.0,0.0,0.0,0,,,,False,Sin especificar,0.0,,,68.0,,135.0
Daniel Puche Benadero,,13,9,5,392,0.0,0,0,Cd El Campello,Sin especificar,0.5555555555555556,43.55555555555556,4.355555555555555,0.0,0.0,0.0,0.0,0.6923076923076923,0.38461538461538464,30.153846153846153,0,0.0,0.0,43.55555555555556,False,Sin especificar,0.5692307692307692,151.0,233.0,46.0,280.0,100.0
Hugo Blanco Alberola,,2,2,0,10,0.0,0,0,Cd El Campello,Sin especificar,0.0,5.0,0.1111111111111111,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0,0.0,0.0,5.0,False,Sin especificar,0.6,151.0,325.0,68.0,280.0,96.0
Jeremiah Shamar Dunn,,5,5,1,133,0.0,0,0,Cd El Campello,Sin especificar,0.2,26.6,1.4777777777777779,0.0,0.0,0.0,0.0,1.0,0.2,26.6,0,0.0,0.0,26.6,False,Sin especificar,0.6799999999999999,151.0,289.0,57.0,280.0,78.0
Marcos Martínez Gomis,,7,6,0,88,1.0,0,0,Cd El Campello,Sin especificar,0.0,14.666666666666666,0.9777777777777777,1.0227272727272727,0.0,0.0,0.0,0.8571428571428571,0.0,12.571428571428571,0,0.0,4.579094469352712,14.666666666666666,False,Sin especificar,0.5142857142857142,8.0,312.0,68.0,280.0,110.0
Marcos Sánchez Mula,,1,1,0,7,0.0,0,0,Cd El Campello,Sin especificar,0.0,7.0,0.07777777777777778,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0,0.0,0.0,7.0,False,Sin especificar,0.6,151.0,320.0,68.0,280.0,96.0
Pablo Martinez Ortola,,11,11,11,971,2.0,6,2,Cd El Campello,Sin especificar,1.0,88.27272727272727,10.78888888888889,0.1853759011328527,0.5561277033985581,0.1853759011328527,0.9268795056642636,1.0,1.0,88.27272727272727,10,0.010298661174047374,1.2750759673454566,88.27272727272727,True,Sin especificar,1.0,91.0,9.0,1.0,34.0,1.0
Vila Corell,,8,8,2,267,1.0,0,0,Cd El Campello,Sin especificar,0.25,33.375,2.966666666666667,0.33707865168539325,0.0,0.0,0.0,1.0,0.25,33.375,0,0.0,1.8833422444045784,33.375,False,Sin especificar,0.7,64.0,272.0,55.0,280.0,74.0
Barannikov Lavrentiev,,11,2,2,180,0.0,0,0,Cd Montesinos,Portero,1.0,90.0,2.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.18181818181818182,16.363636363636363,0,0.0,0.0,90.0,False,Portero,0.18181818181818182,151.0,4.0,58.0,280.0,130.0
Jero Fernández López,22.0,14,12,12,1067,0.0,3,1,Cd Montesinos,Portero,1.0,88.91666666666667,11.855555555555556,0.0,0.2530459231490159,0.08434864104967198,0.42174320524835984,0.8571428571428571,0.8571428571428571,76.21428571428571,5,0.004686035613870665,0.0,88.91666666666667,False,Portero,0.8571428571428571,151.0,6.0,12.0,141.0,35.0
Valentín Sánchez Paredes,,5,1,1,90,0.0,0,0,Cd Montesinos,Portero,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,18.0,0,0.0,0.0,90.0,False,Portero,0.2,151.0,4.0,57.0,280.0,128.0
Dani Casado Calero,26.0,0,0,0,0,0.0,0,0,Cd Montesinos,Central,,,0.0,,,,,,,,0,,,,False,Central,,,,,,
Fran Sánchez Marín,29.0,5,5,5,450,0.0,1,0,Cd Montesinos,Defensa,1.0,90.0,5.0,0.0,0.2,0.0,0.2,1.0,1.0,90.0,1,0.0022222222222222222,0.0,90.0,False,Defensa,1.0,151.0,4.0,1.0,220.0,1.0
Manu Pérez Amores,33.0,14,14,14,1260,1.0,0,0,Cd Montesinos,Lateral Derecho,1.0,90.0,14.0,0.07142857142857142,0.0,0.0,0.0,1.0,1.0,90.0,0,0.0,0.5099190714246803,90.0,False,Defensa,1.0,146.0,4.0,1.0,280.0,1.0
Smitarello Pedernera,33.0,7,4,4,251,1.0,0,0,Cd Montesinos,Central,1.0,62.75,2.7888888888888888,0.35856573705179284,0.0,0.0,0.0,0.5714285714285714,0.5714285714285714,35.857142857142854,0,0.0,1.981238105664783,62.75,False,Central,0.5714285714285714,58.0,150.0,32.0,280.0,99.0
Gabri Navarro Jorquera,31.0,13,13,13,1122,0.0,3,1,Cd Montesinos,Medio Centro,1.0,86.3076923076923,12.466666666666667,0.0,0.24064171122994651,0.08021390374331551,0.40106951871657753,1.0,1.0,86.3076923076923,5,0.004456327985739751,0.0,86.3076923076923,False,Medio Centro,1.0,151.0,19.0,1.0,151.0,1.0
Izan Mallol Pérez,27.0,13,10,9,616,0.0,3,1,Cd Montesinos,Medio Centro,0.9,61.6,6.844444444444444,0.0,0.4383116883116883,0.14610389610389612,0.7305194805194806,0.7692307692307693,0.6923076923076923,47.38461538461539,5,0.008116883116883116,0.0,61.6,True,Medio Centro,0.7384615384615385,151.0,159.0,25.0,61.0,63.0
Luis Martín Asensio,35.0,6,6,5,440,0.0,0,0,Cd Montesinos,Interior Izquierdo,0.8333333333333334,73.33333333333333,4.888888888888889,0.0,0.0,0.0,0.0,1.0,0.8333333333333334,73.33333333333333,0,0.0,0.0,73.33333333333333,False,Interior Izquierdo,0.9333333333333333,151.0,97.0,14.0,280.0,13.0
Bine Kone Coulibaly,23.0,3,3,1,170,0.0,2,0,Cd Montesinos,Delantero Centro,0.3333333333333333,56.666666666666664,1.8888888888888888,0.0,1.0588235294117647,0.0,1.0588235294117647,1.0,0.3333333333333333,56.666666666666664,2,0.011764705882352941,0.0,56.666666666666664,True,Delantero Centro,0.7333333333333333,151.0,179.0,50.0,29.0,65.0
Cases Marcos,26.0,11,7,5,386,0.0,2,1,Cd Montesinos,Delantero,0.7142857142857143,55.142857142857146,4.288888888888889,0.0,0.46632124352331605,0.23316062176165803,0.9326424870466321,0.6363636363636364,0.45454545454545453,35.09090909090909,4,0.010362694300518135,0.0,55.142857142857146,True,Delantero,0.5636363636363636,151.0,188.0,40.0,32.0,101.0
Fran Muñoz Navarro,24.0,15,13,10,807,3.0,3,0,Cd Montesinos,Delantero,0.7692307692307693,62.07692307692308,8.966666666666667,0.3345724907063197,0.3345724907063197,0.0,0.3345724907063197,0.8666666666666667,0.6666666666666666,53.8,3,0.0037174721189591076,2.2394019707966373,62.07692307692308,False,Delantero,0.7866666666666666,47.0,154.0,26.0,175.0,51.0
Gonzalo León Llamas,32.0,14,14,14,1125,3.0,5,1,Cd Montesinos,Delantero Centro,1.0,80.35714285714286,12.5,0.24,0.4,0.08,0.56,1.0,1.0,80.35714285714286,7,0.006222222222222222,1.686129195513245,80.35714285714286,False,Delantero Centro,1.0,72.0,54.0,1.0,90.0,1.0
Quiñonez Mosquera,,6,5,2,275,1.0,1,0,Cd Montesinos,Extremo Derecho,0.4,55.0,3.0555555555555554,0.32727272727272727,0.32727272727272727,0.0,0.32727272727272727,0.8333333333333334,0.3333333333333333,45.833333333333336,1,0.0036363636363636364,1.8382159955999688,55.0,False,Extremo Derecho,0.6333333333333333,66.0,189.0,50.0,177.0,89.0
Sandro Durá Casillas,23.0,14,14,9,845,3.0,1,1,Cd Montesinos,Delantero Centro,0.6428571428571429,60.357142857142854,9.38888888888889,0.3195266272189349,0.10650887573964496,0.10650887573964496,0.3195266272189349,1.0,0.6428571428571429,60.357142857142854,3,0.0035502958579881655,2.1533975022324694,60.357142857142854,False,Delantero Centro,0.8571428571428572,52.0,163.0,27.0,179.0,34.0
Ali Rajih Rakik,,15,15,6,694,2.0,2,0,Cd Montesinos,Sin especificar,0.4,46.266666666666666,7.711111111111111,0.25936599423631124,0.25936599423631124,0.0,0.25936599423631124,1.0,0.4,46.266666666666666,2,0.002881844380403458,1.6968947448000358,46.266666666666666,False,Sin especificar,0.76,71.0,222.0,45.0,198.0,58.0
Dani Daniel Entsin,,2,1,1,37,0.0,0,1,Cd Montesinos,Sin especificar,1.0,37.0,0.4111111111111111,0.0,0.0,2.4324324324324325,4.864864864864865,0.5,0.5,18.5,2,0.05405405405405406,0.0,37.0,True,Sin especificar,0.5,151.0,262.0,37.0,3.0,112.0
Dilan Ortiz Tomassi,,6,6,2,210,0.0,0,0,Cd Montesinos,Sin especificar,0.3333333333333333,35.0,2.3333333333333335,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,35.0,0,0.0,0.0,35.0,False,Sin especificar,0.7333333333333333,151.0,266.0,50.0,280.0,65.0
Francisco Alcocer Lereo,,1,1,0,22,0.0,0,0,Cd Montesinos,Sin especificar,0.0,22.0,0.24444444444444444,0.0,0.0,0.0,0.0,1.0,0.0,22.0,0,0.0,0.0,22.0,False,Sin especificar,0.6,151.0,300.0,68.0,280.0,96.0
Jose Moreno Amador,,12,10,6,562,0.0,1,0,Cd Montesinos,Sin especificar,0.6,56.2,6.2444444444444445,0.0,0.1601423487544484,0.0,0.1601423487544484,0.8333333333333334,0.5,46.833333333333336,1,0.0017793594306049821,0.0,56.2,False,Sin especificar,0.7,151.0,182.0,37.0,243.0,74.0
Luis Martín Asensio,,8,8,8,671,0.0,1,0,Cd Montesinos,Sin especificar,1.0,83.875,7.455555555555556,0.0,0.13412816691505217,0.0,0.13412816691505217,1.0,1.0,83.875,1,0.0014903129657228018,0.0,83.875,False,Sin especificar,1.0,151.0,34.0,1.0,251.0,1.0
Raúl Figueiredo Ferreira,,2,0,0,0,0.0,0,0,Cd Montesinos,Sin especificar,,,0.0,,,,,0.0,0.0,0.0,0,,,,False,Sin especificar,0.0,,,68.0,,135.0
Raul San Leandro,,13,12,9,761,0.0,5,0,Cd Montesinos,Sin especificar,0.75,63.416666666666664,8.455555555555556,0.0,0.5913272010512484,0.0,0.5913272010512484,0.9230769230769231,0.6923076923076923,58.53846153846154,5,0.006570302233902759,0.0,63.416666666666664,False,Sin especificar,0.8307692307692308,151.0,144.0,25.0,82.0,44.0
Sebas Caicedo Córdoba,,9,9,8,695,1.0,5,1,Cd Montesinos,Sin especificar,0.8888888888888888,77.22222222222223,7.722222222222222,0.12949640287769784,0.6474820143884892,0.12949640287769784,0.9064748201438849,1.0,0.8888888888888888,77.22222222222223,7,0.010071942446043165,0.8474130447493975,77.22222222222223,True,Sin especificar,0.9555555555555555,116.0,74.0,9.0,37.0,7.0
Sebas Aladesanmi Sánchez,,5,5,4,359,1.0,0,0,Cd Montesinos,Sin especificar,0.8,71.8,3.988888888888889,0.25069637883008355,0.0,0.0,0.0,1.0,0.8,71.8,0,0.0,1.4749276182839695,71.8,False,Sin especificar,0.92,82.0,106.0,17.0,280.0,17.0
Sergio García Bernabéu,,7,7,1,166,0.0,0,0,Cd Montesinos,Sin especificar,0.14285714285714285,23.714285714285715,1.8444444444444446,0.0,0.0,0.0,0.0,1.0,0.14285714285714285,23.714285714285715,0,0.0,0.0,23.714285714285715,False,Sin especificar,0.6571428571428571,151.0,295.0,61.0,280.0,85.0
Sergio Marín Jiménez,,1,1,1,90,0.0,0,0,Cd Montesinos,Sin especificar,1.0,90.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,90.0,0,0.0,0.0,90.0,False,Sin especificar,1.0,151.0,4.0,1.0,280.0,1.0
