Jugador,Edad,Convocados,Partidos_Jugados,Partidos_Titular,Minutos,Goles,Amarillas,Rojas,Equipo,Posicion,Pct_Titularidad,Minutos_por_Partido,Partidos_90,Goles_p90,Amarillas_p90,Rojas_p90,Tarjetas_p90,Pct_Participacion,Pct_Titularidad_Real,Minutos_por_Convocatoria,Tarjetas_Totales,Disciplina,Impacto_Ofensivo,Confianza_CT,Jugador_Problema,Posicion_Limpia,Peso_Equipo,Rank_Impacto_Ofensivo,Rank_Confianza_CT,Rank_Pct_Titularidad_Real,Rank_Disciplina,Rank_Peso_Equipo
Cervera Bordera,24.0,14,14,11,887,2.0,5,0,Santa Pola Cf,Medio Centro,0.7857142857142857,63.357142857142854,9.855555555555556,0.2029312288613303,0.5073280721533258,0.0,0.5073280721533258,1.0,0.7857142857142857,63.357142857142854,5,0.005636978579481398,1.3774657235802978,63.357142857142854,False,Medio Centro,0.9142857142857143,86.0,145.0,18.0,107.0,18.0
David Navarro Moya,25.0,15,15,11,948,3.0,2,0,Santa Pola Cf,Interior Izquierdo,0.7333333333333333,63.2,10.533333333333333,0.2848101265822785,0.189873417721519,0.0,0.189873417721519,1.0,0.7333333333333333,63.2,2,0.002109704641350211,1.9521895734270631,63.2,False,Interior Izquierdo,0.8933333333333333,60.0,147.0,22.0,225.0,23.0
Hugo Candela García,23.0,0,0,0,0,0.0,0,0,Santa Pola Cf,Centrocampista,,,0.0,,,,,,,,0,,,,False,Centrocampista,,,,,,
Jose Río Hortega,,7,7,6,558,0.0,2,0,Santa Pola Cf,Medio Centro,0.8571428571428571,79.71428571428571,6.2,0.0,0.3225806451612903,0.0,0.3225806451612903,1.0,0.8571428571428571,79.71428571428571,2,0.0035842293906810036,0.0,79.71428571428571,False,Medio Centro,0.9428571428571428,151.0,59.0,12.0,178.0,10.0
José López Bonmatí,24.0,8,8,6,556,0.0,5,0,Santa Pola Cf,Centrocampista,0.75,69.5,6.177777777777778,0.0,0.8093525179856115,0.0,0.8093525179856115,1.0,0.75,69.5,5,0.008992805755395683,0.0,69.5,True,Centrocampista,0.9,151.0,117.0,21.0,48.0,22.0
Juan Sotoca Ramírez,,13,13,1,280,2.0,3,1,Santa Pola Cf,Medio Centro,0.07692307692307693,21.53846153846154,3.111111111111111,0.6428571428571428,0.9642857142857143,0.3214285714285714,1.6071428571428572,1.0,0.07692307692307693,21.53846153846154,5,0.017857142857142856,3.622364744894517,21.53846153846154,True,Medio Centro,0.6307692307692307,23.0,302.0,66.0,14.0,90.0
Yeray Patiño Blasco,34.0,10,10,9,777,2.0,2,0,Santa Pola Cf,Medio Centro,0.9,77.7,8.633333333333333,0.23166023166023167,0.23166023166023167,0.0,0.23166023166023167,1.0,0.9,77.7,2,0.002574002574002574,1.5418008533670227,77.7,False,Medio Centro,0.96,76.0,72.0,8.0,206.0,6.0
Paco Bailén Garnero,,12,12,5,506,4.0,1,0,Santa Pola Cf,Delantero Centro,0.4166666666666667,42.166666666666664,5.622222222222222,0.7114624505928854,0.17786561264822134,0.0,0.17786561264822134,1.0,0.4166666666666667,42.166666666666664,1,0.001976284584980237,4.429947037437723,42.166666666666664,False,Delantero Centro,0.7666666666666666,11.0,240.0,44.0,229.0,57.0
Salvador Peralta Sánchez,23.0,15,15,6,602,1.0,0,0,Santa Pola Cf,Delantero,0.4,40.13333333333333,6.688888888888889,0.14950166112956811,0.0,0.0,0.0,1.0,0.4,40.13333333333333,0,0.0,0.9568491197305546,40.13333333333333,False,Delantero,0.76,109.0,248.0,45.0,280.0,58.0
Toni Antón Sabater,25.0,12,12,10,671,9.0,0,0,Santa Pola Cf,Delantero Centro,0.8333333333333334,55.916666666666664,7.455555555555556,1.2071535022354694,0.0,0.0,0.0,1.0,0.8333333333333334,55.916666666666664,0,0.0,7.857083458937499,55.916666666666664,False,Delantero Centro,0.9333333333333333,2.0,183.0,14.0,280.0,13.0
Adam Arifi Fatih,,11,11,6,614,6.0,2,0,Santa Pola Cf,Sin especificar,0.5454545454545454,55.81818181818182,6.822222222222222,0.8794788273615636,0.2931596091205212,0.0,0.2931596091205212,1.0,0.5454545454545454,55.81818181818182,2,0.003257328990228013,5.646249611074034,55.81818181818182,False,Sin especificar,0.8181818181818181,4.0,184.0,34.0,186.0,47.0
Aníbal Calderón Zavala,,13,13,13,1170,2.0,4,0,Santa Pola Cf,Sin especificar,1.0,90.0,13.0,0.15384615384615385,0.3076923076923077,0.0,0.3076923076923077,1.0,1.0,90.0,4,0.003418803418803419,1.0868860042756618,90.0,False,Sin especificar,1.0,100.0,4.0,1.0,182.0,1.0
Brian C Moding,,10,10,5,431,0.0,3,0,Santa Pola Cf,Sin especificar,0.5,43.1,4.788888888888889,0.0,0.6264501160092808,0.0,0.6264501160092808,1.0,0.5,43.1,3,0.0069605568445475635,0.0,43.1,True,Sin especificar,0.8,151.0,235.0,37.0,72.0,50.0
Demian Fediuk,,1,1,0,0,0.0,0,0,Santa Pola Cf,Sin especificar,0.0,0.0,0.0,,,,,1.0,0.0,0.0,0,,,0.0,False,Sin especificar,0.6,,329.0,68.0,,96.0
Gabriel Peralta Sanchez,,1,0,0,0,0.0,0,0,Santa Pola Cf,Sin especificar,,,0.0,,,,,0.0,0.0,0.0,0,,,,False,Sin especificar,0.0,,,68.0,,135.0
Ivan Geronimo Princic,,11,9,3,293,1.0,1,1,Santa Pola Cf,Sin especificar,0.3333333333333333,32.55555555555556,3.2555555555555555,0.30716723549488056,0.30716723549488056,0.30716723549488056,0.9215017064846417,0.8181818181818182,0.2727272727272727,26.636363636363637,3,0.010238907849829351,1.7447629174455157,32.55555555555556,True,Sin especificar,0.6,70.0,274.0,53.0,35.0,96.0
Máximo Zambrana Martínez,,0,0,0,0,0.0,0,0,Santa Pola Cf,Sin especificar,,,0.0,,,,,,,,0,,,,False,Sin especificar,,,,,,
Paco Lucas Miralles,,3,3,0,53,0.0,1,0,Santa Pola Cf,Sin especificar,0.0,17.666666666666668,0.5888888888888889,0.0,1.6981132075471697,0.0,1.6981132075471697,1.0,0.0,17.666666666666668,1,0.018867924528301886,0.0,17.666666666666668,True,Sin especificar,0.6,151.0,309.0,68.0,13.0,96.0
Raul Lopez Bonmati,,15,15,15,1350,1.0,0,0,Santa Pola Cf,Sin especificar,1.0,90.0,15.0,0.06666666666666667,0.0,0.0,0.0,1.0,1.0,90.0,0,0.0,0.4805239914288317,90.0,False,Sin especificar,1.0,149.0,4.0,1.0,280.0,1.0
Vladyslav Podvysotskyi,,1,1,0,0,0.0,1,0,Santa Pola Cf,Sin especificar,0.0,0.0,0.0,,,,,1.0,0.0,0.0,1,,,0.0,False,Sin especificar,0.6,,329.0,68.0,,96.0
Camilo Vidarte Gutiérrez,19.0,1,0,0,0,0.0,0,0,Teulada Moraira,Portero,,,0.0,,,,,0.0,0.0,0.0,0,,,,False,Portero,0.0,,,68.0,,135.0
Denis Kabisov,,4,0,0,0,0.0,0,0,Teulada Moraira,Portero,,,0.0,,,,,0.0,0.0,0.0,0,,,,False,Portero,0.0,,,68.0,,135.0
Joel Blasco Devesa,22.0,15,15,15,1350,0.0,1,0,Teulada Moraira,Portero,1.0,90.0,15.0,0.0,0.06666666666666667,0.0,0.06666666666666667,1.0,1.0,90.0,1,0.0007407407407407407,0.0,90.0,False,Portero,1.0,151.0,4.0,1.0,279.0,1.0
Miguel Valera Torregrosa,21.0,9,0,0,0,0.0,1,0,Teulada Moraira,Portero,,,0.0,,,,,0.0,0.0,0.0,1,,,,False,Portero,0.0,,,68.0,,135.0
Alex Cimmino Navarro,24.0,5,5,3,244,0.0,1,2,Teulada Moraira,Lateral Derecho,0.6,48.8,2.7111111111111112,0.0,0.3688524590163934,0.7377049180327868,1.8442622950819672,1.0,0.6,48.8,5,0.020491803278688523,0.0,48.8,True,Defensa,0.84,151.0,211.0,30.0,10.0,42.0
Campa Campayo Carreño,26.0,14,14,14,1260,1.0,4,0,Teulada Moraira,Central,1.0,90.0,14.0,0.07142857142857142,0.2857142857142857,0.0,0.2857142857142857,1.0,1.0,90.0,4,0.0031746031746031746,0.5099190714246803,90.0,False,Central,1.0,146.0,4.0,1.0,188.0,1.0
Joel Llobell Ivars,18.0,13,13,12,911,0.0,3,0,Teulada Moraira,Lateral Izquierdo,0.9230769230769231,70.07692307692308,10.122222222222222,0.0,0.296377607025247,0.0,0.296377607025247,1.0,0.9230769230769231,70.07692307692308,3,0.003293084522502744,0.0,70.07692307692308,False,Defensa,0.9692307692307692,151.0,112.0,5.0,185.0,4.0
Jorge Oller Llobell,28.0,2,1,0,35,0.0,0,0,Teulada Moraira,Lateral Izquierdo,0.0,35.0,0.3888888888888889,0.0,0.0,0.0,0.0,0.5,0.0,17.5,0,0.0,0.0,35.0,False,Defensa,0.3,151.0,266.0,68.0,280.0,123.0
Moha Faragi Amrani,27.0,10,10,10,844,1.0,4,1,Teulada Moraira,Central,1.0,84.4,9.377777777777778,0.10663507109004738,0.42654028436018954,0.10663507109004738,0.6398104265402843,1.0,1.0,84.4,6,0.0071090047393364926,0.71852337027682,84.4,True,Central,1.0,125.0,27.0,1.0,69.0,1.0
Pupi Maya Mestre,24.0,15,15,12,1079,0.0,2,0,Teulada Moraira,Central,0.8,71.93333333333334,11.988888888888889,0.0,0.16682113067655235,0.0,0.16682113067655235,1.0,0.8,71.93333333333334,2,0.0018535681186283596,0.0,71.93333333333334,False,Central,0.92,151.0,105.0,17.0,236.0,17.0
Sebas Inca Rosero,28.0,13,12,4,414,0.0,1,0,Teulada Moraira,Lateral Derecho,0.3333333333333333,34.5,4.6,0.0,0.2173913043478261,0.0,0.2173913043478261,0.9230769230769231,0.3076923076923077,31.846153846153847,1,0.0024154589371980675,0.0,34.5,False,Defensa,0.676923076923077,151.0,270.0,51.0,215.0,79.0
Aitor Carrió Vallés,24.0,8,8,7,666,1.0,2,1,Teulada Moraira,Medio Centro,0.875,83.25,7.4,0.13513513513513511,0.27027027027027023,0.13513513513513511,0.5405405405405405,1.0,0.875,83.25,4,0.006006006006006006,0.8785526581811336,83.25,False,Medio Centro,0.95,115.0,40.0,10.0,96.0,8.0
Carim El Aloui,32.0,15,15,7,640,0.0,2,0,Teulada Moraira,Interior Derecho,0.4666666666666667,42.666666666666664,7.111111111111111,0.0,0.28125,0.0,0.28125,1.0,0.4666666666666667,42.666666666666664,2,0.003125,0.0,42.666666666666664,False,Interior Derecho,0.7866666666666666,151.0,236.0,38.0,191.0,51.0
César Martínez Ribes,32.0,6,6,3,219,0.0,2,0,Teulada Moraira,Medio Centro,0.5,36.5,2.433333333333333,0.0,0.8219178082191781,0.0,0.8219178082191781,1.0,0.5,36.5,2,0.0091324200913242,0.0,36.5,True,Medio Centro,0.8,151.0,263.0,37.0,44.0,50.0
Dennis Garrote Hildebrand,34.0,1,1,0,0,0.0,0,0,Teulada Moraira,Interior Izquierdo,0.0,0.0,0.0,,,,,1.0,0.0,0.0,0,,,0.0,False,Interior Izquierdo,0.6,,329.0,68.0,,96.0
More Moreno Moreno,27.0,12,12,10,828,4.0,5,0,Teulada Moraira,Interior Derecho,0.8333333333333334,69.0,9.2,0.4347826086956522,0.5434782608695653,0.0,0.5434782608695653,1.0,0.8333333333333334,69.0,5,0.006038647342995169,2.9213100671240264,69.0,False,Interior Derecho,0.9333333333333333,36.0,118.0,14.0,95.0,13.0
Papi Cosme Zapata,29.0,15,15,15,1254,0.0,5,0,Teulada Moraira,Medio Centro,1.0,83.6,13.933333333333334,0.0,0.3588516746411483,0.0,0.3588516746411483,1.0,1.0,83.6,5,0.003987240829346092,0.0,83.6,False,Medio Centro,1.0,151.0,36.0,1.0,165.0,1.0
Yasser Boukrid Benahsaine,20.0,12,11,2,303,0.0,3,0,Teulada Moraira,Media punta,0.18181818181818182,27.545454545454547,3.3666666666666667,0.0,0.8910891089108911,0.0,0.8910891089108911,0.9166666666666666,0.16666666666666666,25.25,3,0.009900990099009901,0.0,27.545454545454547,True,Media punta,0.6166666666666666,151.0,285.0,59.0,38.0,94.0
Carles Cambronero Font,24.0,9,9,3,381,3.0,1,0,Teulada Moraira,Extremo Derecho,0.3333333333333333,42.333333333333336,4.233333333333333,0.7086614173228346,0.23622047244094488,0.0,0.23622047244094488,1.0,0.3333333333333333,42.333333333333336,1,0.0026246719160104987,4.211432628042544,42.333333333333336,False,Extremo Derecho,0.7333333333333333,15.0,238.0,50.0,204.0,65.0
Coco Florin Fogorosin,25.0,12,12,4,532,3.0,3,0,Teulada Moraira,Delantero Centro,0.3333333333333333,44.333333333333336,5.911111111111111,0.5075187969924811,0.5075187969924811,0.0,0.5075187969924811,1.0,0.3333333333333333,44.333333333333336,3,0.005639097744360902,3.1855145528613606,44.333333333333336,False,Delantero Centro,0.7333333333333333,32.0,230.0,50.0,106.0,65.0
Guillem Martínez Moragues,19.0,11,10,2,370,3.0,0,0,Teulada Moraira,Extremo Izquierdo,0.2,37.0,4.111111111111111,0.7297297297297298,0.0,0.0,0.0,0.9090909090909091,0.18181818181818182,33.63636363636363,0,0.0,4.315258950060359,37.0,False,Extremo Izquierdo,0.6181818181818182,14.0,262.0,58.0,280.0,93.0
Kevin Álvarez Celi,28.0,13,12,11,865,1.0,1,0,Teulada Moraira,Extremo Derecho,0.9166666666666666,72.08333333333333,9.61111111111111,0.10404624277456648,0.10404624277456648,0.0,0.10404624277456648,0.9230769230769231,0.8461538461538461,66.53846153846153,1,0.0011560693641618498,0.7036365960969585,72.08333333333333,False,Extremo Derecho,0.8923076923076924,127.0,104.0,13.0,260.0,24.0
Mirkel Díaz Sara,31.0,15,15,11,897,2.0,2,0,Teulada Moraira,Delantero Centro,0.7333333333333333,59.8,9.966666666666667,0.20066889632107024,0.20066889632107024,0.0,0.20066889632107024,1.0,0.7333333333333333,59.8,2,0.002229654403567447,1.3643590358646414,59.8,False,Delantero Centro,0.8933333333333333,88.0,167.0,22.0,219.0,23.0
Rafa Bordes Buigues,26.0,14,14,11,834,1.0,5,0,Teulada Moraira,Extremo Izquierdo,0.7857142857142857,59.57142857142857,9.266666666666667,0.1079136690647482,0.539568345323741,0.0,0.539568345323741,1.0,0.7857142857142857,59.57142857142857,5,0.005995203836930456,0.7258525254343972,59.57142857142857,False,Extremo Izquierdo,0.9142857142857143,123.0,169.0,18.0,97.0,18.0
Raúl Bordes Buigues,20.0,5,5,0,80,0.0,0,0,Teulada Moraira,Extremo Derecho,0.0,16.0,0.8888888888888888,0.0,0.0,0.0,0.0,1.0,0.0,16.0,0,0.0,0.0,16.0,False,Extremo Derecho,0.6,151.0,311.0,68.0,280.0,96.0
Isma Novalbo Pineda,,14,14,8,661,4.0,6,0,Teulada Moraira,Sin especificar,0.5714285714285714,47.214285714285715,7.344444444444444,0.5446293494704992,0.8169440242057489,0.0,0.8169440242057489,1.0,0.5714285714285714,47.214285714285715,6,0.009077155824508321,3.5366889294199804,47.214285714285715,True,Sin especificar,0.8285714285714285,26.0,217.0,32.0,46.0,45.0
Naim Daoudi Valverde,,2,1,1,60,0.0,1,0,Teulada Moraira,Sin especificar,1.0,60.0,0.6666666666666666,0.0,1.5,0.0,1.5,0.5,0.5,30.0,1,0.016666666666666666,0.0,60.0,True,Sin especificar,0.5,151.0,165.0,37.0,15.0,112.0
Danylo Shnurko,,15,7,6,560,0.0,1,0,Villena Cf,Portero,0.8571428571428571,80.0,6.222222222222222,0.0,0.1607142857142857,0.0,0.1607142857142857,0.4666666666666667,0.4,37.333333333333336,1,0.0017857142857142857,0.0,80.0,False,Portero,0.44,151.0,56.0,45.0,241.0,116.0
Iddrisu Sulemana,,14,9,9,790,0.0,1,0,Villena Cf,Portero,1.0,87.77777777777777,8.777777777777779,0.0,0.11392405063291139,0.0,0.11392405063291139,0.6428571428571429,0.6428571428571429,56.42857142857143,1,0.0012658227848101266,0.0,87.77777777777777,False,Portero,0.6428571428571429,151.0,11.0,27.0,257.0,88.0
Jesús Beneito Garcia,,1,0,0,0,0.0,0,0,Villena Cf,Portero,,,0.0,,,,,0.0,0.0,0.0,0,,,,False,Portero,0.0,,,68.0,,135.0
Alejandro García Chávez,,10,3,1,84,0.0,0,0,Villena Cf,Defensa,0.3333333333333333,28.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.3,0.1,8.4,0,0.0,0.0,28.0,False,Defensa,0.22,151.0,284.0,64.0,280.0,126.0
Gabri Martinez Bumbú,,14,14,13,1057,1.0,6,0,Villena Cf,Defensa,0.9285714285714286,75.5,11.744444444444444,0.08514664143803218,0.510879848628193,0.0,0.510879848628193,1.0,0.9285714285714286,75.5,6,0.005676442762535478,0.5928922409917895,75.5,False,Defensa,0.9714285714285714,137.0,84.0,4.0,105.0,3.0
Rodrigo Mediavilla Martin,,13,12,8,820,0.0,7,0,Villena Cf,Defensa,0.6666666666666666,68.33333333333333,9.11111111111111,0.0,0.7682926829268293,0.0,0.7682926829268293,0.9230769230769231,0.6153846153846154,63.07692307692308,7,0.00853658536585366,0.0,68.33333333333333,True,Defensa,0.8,151.0,126.0,29.0,56.0,50.0
Vicente Verdejo Coloma,46.0,13,11,8,681,0.0,1,0,Villena Cf,Lateral Izquierdo,0.7272727272727273,61.90909090909091,7.566666666666666,0.0,0.13215859030837004,0.0,0.13215859030837004,0.8461538461538461,0.6153846153846154,52.38461538461539,1,0.0014684287812041115,0.0,61.90909090909091,False,Defensa,0.7538461538461538,151.0,156.0,29.0,253.0,60.0
Ángel Sánchez Cañaveral,,14,14,13,1175,0.0,2,0,Villena Cf,Centrocampista,0.9285714285714286,83.92857142857143,13.055555555555555,0.0,0.15319148936170213,0.0,0.15319148936170213,1.0,0.9285714285714286,83.92857142857143,2,0.001702127659574468,0.0,83.92857142857143,False,Centrocampista,0.9714285714285714,151.0,33.0,4.0,244.0,3.0
Chistian Calabuig Díaz,22.0,12,12,11,885,0.0,4,0,Villena Cf,Medio Centro,0.9166666666666666,73.75,9.833333333333334,0.0,0.4067796610169491,0.0,0.4067796610169491,1.0,0.9166666666666666,73.75,4,0.004519774011299435,0.0,73.75,False,Medio Centro,0.9666666666666667,151.0,92.0,6.0,148.0,5.0
Navarro García,,1,1,1,90,0.0,1,0,Villena Cf,Mediocentro Ofensivo,1.0,90.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,90.0,1,0.011111111111111112,0.0,90.0,True,Mediocentro Ofensivo,1.0,151.0,4.0,1.0,31.0,1.0
Dalton Enokpa,22.0,2,2,2,167,1.0,1,0,Villena Cf,Extremo Derecho,1.0,83.5,1.8555555555555556,0.5389221556886228,0.5389221556886228,0.0,0.5389221556886228,1.0,1.0,83.5,1,0.005988023952095809,2.758200258188671,83.5,False,Extremo Derecho,1.0,37.0,37.0,1.0,98.0,1.0
Isidro Gosalbez Hernández,,13,13,8,605,0.0,1,0,Villena Cf,Delantero,0.6153846153846154,46.53846153846154,6.722222222222222,0.0,0.1487603305785124,0.0,0.1487603305785124,1.0,0.6153846153846154,46.53846153846154,1,0.001652892561983471,0.0,46.53846153846154,False,Delantero,0.8461538461538461,151.0,221.0,29.0,246.0,38.0
Ahmed Bentil,,11,11,8,659,1.0,3,0,Villena Cf,Sin especificar,0.7272727272727273,59.90909090909091,7.322222222222222,0.13657056145675267,0.40971168437025796,0.0,0.40971168437025796,1.0,0.7272727272727273,59.90909090909091,3,0.004552352048558422,0.8864417573675656,59.90909090909091,False,Sin especificar,0.8909090909090909,114.0,166.0,23.0,146.0,25.0
Björn Jan Schaap,,1,1,1,89,0.0,0,0,Villena Cf,Sin especificar,1.0,89.0,0.9888888888888889,0.0,0.0,0.0,0.0,1.0,1.0,89.0,0,0.0,0.0,89.0,False,Sin especificar,1.0,151.0,5.0,1.0,280.0,1.0
Christian Calabuig Díaz,,0,0,0,0,0.0,0,0,Villena Cf,Sin especificar,,,0.0,,,,,,,,0,,,,False,Sin especificar,,,,,,
Di Van Riemsdijk,,13,10,8,678,0.0,5,1,Villena Cf,Sin especificar,0.8,67.8,7.533333333333333,0.0,0.6637168141592921,0.13274336283185842,0.9292035398230089,0.7692307692307693,0.6153846153846154,52.15384615384615,7,0.01032448377581121,0.0,67.8,True,Sin especificar,0.7076923076923077,151.0,131.0,29.0,33.0,72.0
Emmanuel Eugene Beugre,,3,3,2,156,0.0,0,0,Villena Cf,Sin especificar,0.6666666666666666,52.0,1.7333333333333334,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,52.0,0,0.0,0.0,52.0,False,Sin especificar,0.8666666666666667,151.0,200.0,26.0,280.0,31.0
Glen Habimana,,8,8,7,486,0.0,0,1,Villena Cf,Sin especificar,0.875,60.75,5.4,0.0,0.0,0.18518518518518517,0.37037037037037035,1.0,0.875,60.75,2,0.00411522633744856,0.0,60.75,False,Sin especificar,0.95,151.0,161.0,10.0,158.0,8.0
Hugo Sempere Jordà,21.0,14,12,4,415,0.0,5,0,Villena Cf,Sin especificar,0.3333333333333333,34.583333333333336,4.611111111111111,0.0,1.0843373493975905,0.0,1.0843373493975905,0.8571428571428571,0.2857142857142857,29.642857142857142,5,0.012048192771084338,0.0,34.583333333333336,True,Sin especificar,0.6285714285714286,151.0,269.0,52.0,28.0,91.0
Jayden Atiwan Nzoka,,12,10,10,774,0.0,1,0,Villena Cf,Sin especificar,1.0,77.4,8.6,0.0,0.11627906976744186,0.0,0.11627906976744186,0.8333333333333334,0.8333333333333334,64.5,1,0.0012919896640826874,0.0,77.4,False,Sin especificar,0.8333333333333334,151.0,73.0,14.0,255.0,43.0
Jeanpierre Núñez Batallas,,0,0,0,0,0.0,0,0,Villena Cf,Sin especificar,,,0.0,,,,,,,,0,,,,False,Sin especificar,,,,,,
Jesus Aguado Vicedo,,12,12,5,591,0.0,3,1,Villena Cf,Sin especificar,0.4166666666666667,49.25,6.566666666666666,0.0,0.4568527918781726,0.15228426395939088,0.7614213197969544,1.0,0.4166666666666667,49.25,5,0.008460236886632826,0.0,49.25,True,Sin especificar,0.7666666666666666,151.0,209.0,44.0,59.0,57.0
Mitchell Paul Baptist,,13,13,2,587,3.0,2,0,Villena Cf,Sin especificar,0.15384615384615385,45.15384615384615,6.522222222222222,0.4599659284497445,0.30664395229982966,0.0,0.30664395229982966,1.0,0.15384615384615385,45.15384615384615,2,0.0034071550255536627,2.9322942101423957,45.15384615384615,False,Sin especificar,0.6615384615384615,35.0,228.0,60.0,183.0,84.0
Pierre Abraham Takore,,15,15,15,1274,0.0,1,0,Villena Cf,Sin especificar,1.0,84.93333333333334,14.155555555555555,0.0,0.0706436420722135,0.0,0.0706436420722135,1.0,1.0,84.93333333333334,1,0.0007849293563579278,0.0,84.93333333333334,False,Sin especificar,1.0,151.0,24.0,1.0,277.0,1.0
Rocky Nimako,,14,14,11,954,4.0,3,1,Villena Cf,Sin especificar,0.7857142857142857,68.14285714285714,10.6,0.37735849056603776,0.2830188679245283,0.09433962264150944,0.4716981132075472,1.0,0.7857142857142857,68.14285714285714,5,0.005241090146750524,2.588929687338976,68.14285714285714,False,Sin especificar,0.9142857142857143,41.0,129.0,18.0,122.0,18.0
T- Dino Illidge,,10,10,9,862,3.0,5,0,Villena Cf,Sin especificar,0.9,86.2,9.577777777777778,0.3132250580046404,0.5220417633410673,0.0,0.5220417633410673,1.0,0.9,86.2,5,0.00580046403712297,2.1171681242218066,86.2,False,Sin especificar,0.96,54.0,20.0,8.0,101.0,6.0
